id,titolo,descrizione,programma,tipo,stato,data_apertura,data_chiusura,budget_totale,contributo_max,beneficiari,settore,keywords,ente,link
,Emerging Technologies in Cell and Gene therapy,EIC Pathfinder Challenges 2021,43108390,1,31094503,2021-06-14T22:00:00.000+0000,2021-10-26T22:00:00.000+0000,,,,,"Artificial organs, Business analysis, Business development, Business model innovation, Business plan",HORIZON-EIC-2021-PATHFINDERCHALLENGES-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Socio-economic risks of climate change in Europe,Climate sciences and responses,43108390,1,31094503,2021-10-11T22:00:00.000+0000,2022-02-09T23:00:00.000+0000,,,,,Climatic research,HORIZON-CL5-2022-D1-01-two-stage,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Social science for land-use strategies in the context of climate change and biodiversity challenges,Climate sciences and responses,43108390,1,31094503,2021-10-11T22:00:00.000+0000,2022-02-09T23:00:00.000+0000,,,,,Climatic research,HORIZON-CL5-2022-D1-01-two-stage,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Carbon Dioxide Removal (CDR) approaches,Climate sciences and responses,43108390,1,31094503,2021-10-11T22:00:00.000+0000,2022-02-09T23:00:00.000+0000,,,,,Climatic research,HORIZON-CL5-2022-D1-01-two-stage,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Sustainable Competitive Digital Green Rail Freight Services,EU-RAIL JU Call Proposals 2022-01,43108390,1,31094503,2022-03-09T23:00:00.000+0000,2022-06-22T22:00:00.000+0000,,,,,"Freight and logistics, Intermodal freight transport, Rail Services, Rail Traffic Management, Railway",HORIZON-ER-JU-2022-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,A sustainable and green rail system,EU-RAIL JU Call Proposals 2022-01,43108390,1,31094503,2022-03-09T23:00:00.000+0000,2022-06-22T22:00:00.000+0000,,,,,"Rail Services, Rail Transport, Rail projects, Railway, Sustainable transport",HORIZON-ER-JU-2022-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Direct Combustion of Hydrogen in Aero-engines,Clean Aviation CfP 01,43108390,1,31094503,2022-05-03T22:00:00.000+0000,2022-06-22T22:00:00.000+0000,,,,,,HORIZON-JU-Clean-Aviation-2022-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Pre-Normative Research about the compatibility of transmission gas grid steels with hydrogen and development of mitigation techniques,HORIZON-JTI-CLEANH2-2023-1,43108390,1,31094503,2023-01-30T23:00:00.000+0000,2023-04-17T22:00:00.000+0000,,,,,Gas transmission pipelines,HORIZON-JTI-CLEANH2-2023-1,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Large-scale Hydrogen Valley,HORIZON-JTI-CLEANH2-2023-1,43108390,1,31094503,2023-01-30T23:00:00.000+0000,2023-04-17T22:00:00.000+0000,,,,,"Alternative fuels and (transport) infrastructure, Ecosystem building, Hydrogen",HORIZON-JTI-CLEANH2-2023-1,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Hydrogen for heat production for hard-to-abate industries (e.g. retrofitted burners, furnaces)",HORIZON-JTI-CLEANH2-2023-1,43108390,1,31094503,2023-01-30T23:00:00.000+0000,2023-04-17T22:00:00.000+0000,,,,,"Combined Heat & Power, Combined Heat & Power - general, Hydrogen",HORIZON-JTI-CLEANH2-2023-1,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Demonstration of LH2 HRS for Heavy Duty applications,HORIZON-JTI-CLEANH2-2023-1,43108390,1,31094503,2023-01-30T23:00:00.000+0000,2023-04-17T22:00:00.000+0000,,,,,"Alternative fuels, Alternative fuels and (transport) infrastructure, Hydrogen, Synthetic fuels, Transport / Fuel Use",HORIZON-JTI-CLEANH2-2023-1,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Real environment demonstration of Non-Road Mobile Machinery (NRMM),HORIZON-JTI-CLEANH2-2023-1,43108390,1,31094503,2023-01-30T23:00:00.000+0000,2023-04-17T22:00:00.000+0000,,,,,"Clean vehicles, Hydrogen",HORIZON-JTI-CLEANH2-2023-1,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,ATM Excellent science and outreach for multimodality and passenger experience,Digital European Sky Exploratory Research 02,43108390,1,31094503,2023-06-28T22:00:00.000+0000,2023-11-14T23:00:00.000+0000,,,,,,HORIZON-SESAR-2023-DES-ER-02,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,ATM Excellent science and outreach for air–ground integration and autonomy,Digital European Sky Exploratory Research 02,43108390,1,31094503,2023-06-28T22:00:00.000+0000,2023-11-14T23:00:00.000+0000,,,,,,HORIZON-SESAR-2023-DES-ER-02,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,EIC Transition Open 2022,EIC Transition 2022,43108390,1,31094503,2022-02-28T23:00:00.000+0000,2022-05-03T22:00:00.000+0000,,,,,,HORIZON-EIC-2022-TRANSITION-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,EIC Transition Challenge: Green digital devices for the future,EIC Transition 2022,43108390,1,31094503,2022-02-28T23:00:00.000+0000,2022-05-03T22:00:00.000+0000,,,,,,HORIZON-EIC-2022-TRANSITION-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,EIC Transition Challenge: RNA-based therapies and diagnostics for complex or rare genetic diseases,EIC Transition 2022,43108390,1,31094503,2022-02-28T23:00:00.000+0000,2022-05-03T22:00:00.000+0000,,,,,,HORIZON-EIC-2022-TRANSITION-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,EIC Transition Challenge: Process and system integration of clean energy technologies,EIC Transition 2022,43108390,1,31094503,2022-02-28T23:00:00.000+0000,2022-05-03T22:00:00.000+0000,,,,,,HORIZON-EIC-2022-TRANSITION-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Improving animal welfare,Sustainable Food Security,31045243,1,31094503,2017-10-31T00:00:00.000+0000,2018-02-13T00:00:00.000+0000,,,,,"Agriculture related to animal husbandry, dairying,, Animal ethics, Animal welfare, Blue Growth, Precision agriculture",H2020-SFS-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Demonstrating innovative nature-based solutions in cities,SMART AND SUSTAINABLE CITIES,31045243,1,31094503,2016-11-08T00:00:00.000+0000,2017-03-07T00:00:00.000+0000,,,,,"Urban water management, Social innovation, Public sector innovation, Fresh water ecology, Architecture engineering",H2020-SCC-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Demonstrating innovative nature-based solutions in cities,SMART AND SUSTAINABLE CITIES,31045243,1,31094503,2015-11-10T00:00:00.000+0000,2016-03-08T00:00:00.000+0000,,,,,"Urban water management, Social innovation, Public sector innovation, Fresh water ecology, Architecture engineering",H2020-SCC-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Cluster facilitated projects for new industrial value chains,For a better innovation support to SMEs,31045243,1,31094503,2019-11-07T00:00:00.000+0000,2020-04-15T00:00:00.000+0000,,,,,"innosup, SME, clusters, value chains",H2020-INNOSUP-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Cluster facilitated projects for new industrial value chains,For a better innovation support to SMEs,31045243,1,31094503,2017-11-07T00:00:00.000+0000,2018-04-12T00:00:00.000+0000,,,,,"innosup, SME, clusters, value chains",H2020-INNOSUP-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Support to the energy stakeholders to contribute to the SET-Plan,COMPETITIVE LOW-CARBON ENERGY,31045243,1,31094503,2016-09-20T00:00:00.000+0000,2017-02-16T00:00:00.000+0000,,,,,"Carbon capture and sequestration, Renewable energy sources - general",H2020-LCE-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Support to the energy stakeholders to contribute to the SET-Plan,COMPETITIVE LOW-CARBON ENERGY,31045243,1,31094503,2015-10-27T00:00:00.000+0000,2016-02-16T00:00:00.000+0000,,,,,"Carbon capture and sequestration, Renewable energy sources - general",H2020-LCE-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Cluster facilitated projects for new industrial value chains,For a better innovation support to SMEs,31045243,1,31094503,2015-11-10T00:00:00.000+0000,2016-04-06T00:00:00.000+0000,,,,,"Cluster dynamics, SME support, New industrial value chains, Reindustrialisation, Clusters",H2020-INNOSUP-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Cluster facilitated projects for new industrial value chains,For a better innovation support to SMEs,31045243,1,31094503,2016-11-08T00:00:00.000+0000,2017-04-04T00:00:00.000+0000,,,,,"Cluster dynamics, SME support, New industrial value chains, Reindustrialisation, Clusters",H2020-INNOSUP-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Stepping up integrated pest management,Sustainable Food Security,31045243,1,31094503,2019-10-15T00:00:00.000+0000,2020-01-23T00:00:00.000+0000,,,,,"DSS Decision Support Systems, Integrated pest management, Agriculture, Responsible Research and Innovation, Agronomy",H2020-SFS-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Stepping up integrated pest management,Sustainable Food Security,31045243,1,31094503,2017-10-31T00:00:00.000+0000,2018-02-13T00:00:00.000+0000,,,,,"DSS Decision Support Systems, Integrated pest management, Agriculture, Responsible Research and Innovation, Agronomy",H2020-SFS-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Decarbonising energy systems of geographical Islands,"BUILDING A LOW-CARBON, CLIMATE RESILIENT FUTURE: SECURE, CLEAN AND EFFICIENT ENERGY",31045243,1,31094503,2019-09-03T00:00:00.000+0000,2020-01-29T00:00:00.000+0000,,,,,"Accelerating Clean Energy Innovation, Social sciences and humanities, Gender, Energy collection, conversion and storage, renewab, Energy systems (production, distribution, applicat",H2020-LC-SC3-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Decarbonising energy systems of geographical Islands,"BUILDING A LOW-CARBON, CLIMATE RESILIENT FUTURE: SECURE, CLEAN AND EFFICIENT ENERGY",31045243,1,31094503,2017-12-05T00:00:00.000+0000,2018-04-05T00:00:00.000+0000,,,,,"Accelerating Clean Energy Innovation, Social sciences and humanities, Gender, Energy collection, conversion and storage, renewab, Energy systems (production, distribution, applicat",H2020-LC-SC3-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Open schooling and collaboration on science education  ,Science with and for Society,31045243,1,31094503,2018-12-11T00:00:00.000+0000,2019-04-02T00:00:00.000+0000,,,,,"Informal science education, Formal education, Responsible Research and Innovation, School education, Higher education",H2020-SwafS-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Open schooling and collaboration on science education  ,Science with and for Society,31045243,1,31094503,2019-12-10T00:00:00.000+0000,2020-04-23T00:00:00.000+0000,,,,,"Informal science education, Formal education, Responsible Research and Innovation, School education, Higher education",H2020-SwafS-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Integrated health approaches and alternatives to pesticide use,Sustainable Food Security,31045243,1,31094503,2018-10-16T00:00:00.000+0000,2019-01-23T00:00:00.000+0000,,,,,"Water systems monitoring, Technology assessment, Human impacts and other stressors, Soilborne pests, Data value chains",H2020-SFS-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Integrated health approaches and alternatives to pesticide use,Sustainable Food Security,31045243,1,31094503,2019-10-15T00:00:00.000+0000,2020-01-23T00:00:00.000+0000,,,,,"Water systems monitoring, Technology assessment, Human impacts and other stressors, Soilborne pests, Data value chains",H2020-SFS-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
